Produtos,Unidade,Brasil Total,Sul Total,RS Total,Alegrete Total,Brasil Familiar,Sul Familiar,RS Familiar,Alegrete Familiar
Bovino,Cabeça,48741354,6864661,3287475,186966,13050079,2105421,805759,11184
